date_shipped,from_zipcode,to_zipcode,total_animals,tau_hours
11/09/2021,49697,74933,14,20.94
11/09/2021,52245,52411,8,5.94
11/09/2021,38009,37531,87,6.32
11/09/2021,68920,52730,1,9.9
11/09/2021,59535,92462,6,16.22
11/09/2021,67205,38540,13,19.22
11/09/2021,76107,79853,14,3.64
11/09/2021,68792,55337,15,10.42
11/09/2021,76978,76655,13,4.47
11/09/2021,48404,48939,14,2.78
11/09/2021,31100,30930,4,4.61
11/09/2021,91445,83545,12,18.24
11/09/2021,68566,58656,3,10.4
11/09/2021,47051,46638,1,3.93
11/09/2021,48560,48578,51,5.17
11/09/2021,83545,57721,2,19.96
11/09/2021,56495,52377,19,7.24
11/09/2021,41147,40285,27,5.98
11/09/2021,45597,55337,9,17.78
11/09/2021,31100,38443,2,4.24
11/09/2021,94390,92834,59,6.67
11/09/2021,31100,31994,42,5.32
11/09/2021,58075,58039,8,5.23
11/09/2021,37531,38007,1,8.37
11/09/2021,76380,67580,41,14.47
11/09/2021,68015,68596,8,5.54
11/09/2021,73049,74693,3,5.48
11/09/2021,90999,90102,12,7.21
11/09/2021,54971,52245,13,7.22
11/09/2021,50889,51345,13,5.51
11/09/2021,34681,34450,15,5.28
11/09/2021,68226,85055,11,21.47
11/09/2021,97183,92834,6,10.35
11/09/2021,30964,77826,9,15.67
11/09/2021,41392,77330,11,21.14
11/09/2021,80769,59053,9,10.73
11/09/2021,59090,59535,14,8.99
11/09/2021,45597,52245,21,15.03
11/09/2021,68737,68015,9,6.84
11/09/2021,31100,74917,7,14.63
11/09/2021,37531,38007,4,8.37
11/09/2021,59901,59090,7,5.38
11/09/2021,51820,52514,7,5.41
11/09/2021,90999,90072,10,7.96
11/09/2021,77839,75788,4,4.41
11/09/2021,68827,76107,145,12.76
11/09/2021,17829,37531,32,12.46
11/09/2021,74693,74933,4,4.54
11/09/2021,66555,55588,4,13.22
11/09/2021,42640,28841,5,11.04
11/09/2021,53782,53941,10,4.41
11/09/2021,85712,85319,11,4.65
11/09/2021,68737,68216,1,7.23
11/09/2021,78939,76107,144,3.56
11/10/2021,57721,57109,37,7.82
11/10/2021,19686,30964,7,15.28
11/10/2021,92462,83545,8,14.53
11/10/2021,97808,97627,13,4.84
11/10/2021,53679,55337,6,8.54
11/10/2021,49697,49986,136,4.71
11/10/2021,75648,76107,53,2.87
11/10/2021,78445,77826,8,3.12
11/10/2021,55337,55588,3,4.93
11/10/2021,76380,78227,14,4.3
11/10/2021,85052,56510,2,24.0
11/10/2021,46853,46117,8,6.94
11/10/2021,52294,60668,1,6.89
11/10/2021,55337,68686,83,7.74
11/10/2021,74629,73703,4,5.37
11/10/2021,52514,52730,60,4.9
11/10/2021,30930,31100,13,4.61
11/10/2021,53679,54466,1,3.19
11/10/2021,17829,18330,113,2.94
11/10/2021,94390,91446,5,4.41
11/10/2021,67856,54971,7,13.03
11/10/2021,80404,81383,12,4.27
11/10/2021,54936,53679,8,3.46
11/10/2021,94039,83545,6,11.66
11/10/2021,68566,52245,3,9.89
11/10/2021,55454,67026,12,14.56
11/10/2021,76107,76380,46,3.96
11/10/2021,23997,23012,10,5.09
11/10/2021,75980,76880,26,5.61
11/10/2021,77929,68566,2,17.73
11/10/2021,76380,75853,6,3.72
11/10/2021,37531,37606,70,5.34
11/10/2021,99180,94039,3,15.28
11/10/2021,68566,17829,84,24.0
11/10/2021,94390,94553,6,6.68
11/10/2021,57627,58843,11,3.1
11/10/2021,31100,30964,10,6.35
11/10/2021,57432,54992,37,11.65
11/10/2021,34450,56510,1,24.0
11/10/2021,80803,81147,10,5.59
11/10/2021,50263,52514,3,5.13
11/10/2021,53679,53935,45,3.88
11/10/2021,53679,54401,41,3.18
11/10/2021,54971,53679,5,3.06
11/10/2021,98221,94039,5,15.24
11/10/2021,90621,91446,13,3.85
11/10/2021,67888,43122,3,19.4
11/10/2021,75648,68827,1,12.16
11/10/2021,56123,55337,40,3.12
11/10/2021,92936,92679,107,5.78
11/10/2021,76107,78665,8,4.17
11/10/2021,53679,53324,7,5.01
11/10/2021,16988,18330,19,2.64
11/10/2021,56510,58039,30,9.76
11/10/2021,80803,80534,7,7.87
11/10/2021,76107,91737,13,24.0
11/10/2021,97808,92866,9,13.66
11/10/2021,74581,79183,6,7.52
11/10/2021,53324,53679,3,5.01
11/10/2021,97808,97183,1,3.01
11/10/2021,67888,66221,9,4.2
11/10/2021,69227,68807,2,11.07
11/10/2021,85052,85319,14,4.3
11/11/2021,30964,31100,6,6.35
11/11/2021,38540,37531,46,6.82
11/11/2021,56495,55337,2,3.37
11/11/2021,57432,57644,14,3.78
11/11/2021,52245,52730,49,5.06
11/11/2021,97627,90967,12,11.92
11/11/2021,79104,74230,42,10.08
11/11/2021,37531,37239,10,6.68
11/11/2021,57325,55337,7,8.17
11/11/2021,53679,54971,13,3.06
11/11/2021,61111,76380,37,17.82
11/11/2021,67994,51345,134,4.2
11/11/2021,94553,41147,121,24.0
11/11/2021,85052,85305,2,4.93
11/11/2021,52730,50889,14,6.34
11/11/2021,85305,86488,57,6.77
11/11/2021,30964,30930,15,3.79
11/11/2021,77826,79853,24,2.98
11/11/2021,85052,67631,151,16.37
11/11/2021,48404,48873,10,3.78
11/11/2021,56510,83545,41,23.87
11/11/2021,83545,83574,9,2.96
11/11/2021,53679,53941,9,3.87
11/11/2021,44777,45228,42,3.57
11/11/2021,83545,83392,1,3.43
11/11/2021,45228,52730,6,15.45
11/11/2021,59090,59053,8,4.42
11/11/2021,41147,40285,4,5.98
11/11/2021,68566,68596,46,4.14
11/11/2021,79104,73966,3,8.47
11/11/2021,68827,68596,8,5.06
11/11/2021,10516,10087,7,3.75
11/11/2021,74105,74917,3,6.28
11/11/2021,34613,34450,14,5.6
11/11/2021,47051,46065,2,3.12
11/11/2021,52514,53477,33,7.46
11/11/2021,55179,55208,105,2.75
11/11/2021,57325,37531,53,20.31
11/11/2021,30930,30964,45,3.79
11/11/2021,42612,40285,8,5.95
11/11/2021,55179,68566,22,12.78
11/11/2021,78445,74933,11,7.26
11/11/2021,54695,53679,12,3.62
11/11/2021,49591,30964,39,17.97
11/11/2021,98210,95997,7,18.02
11/11/2021,52514,52245,9,3.53
11/11/2021,56429,58856,5,7.93
11/11/2021,53324,53679,6,5.01
11/11/2021,63033,30964,3,14.23
11/11/2021,78962,78504,162,3.48
11/11/2021,31100,30930,25,4.61
11/11/2021,66555,67856,59,5.56
11/11/2021,58039,53254,160,13.47
11/11/2021,55588,59459,15,17.34
11/11/2021,74917,74933,12,4.36
11/12/2021,66552,52227,11,9.78
11/12/2021,57109,57721,10,7.82
11/12/2021,66062,45228,14,22.57
11/12/2021,41147,30964,6,11.13
11/12/2021,41392,76107,6,23.05
11/12/2021,92679,90167,2,3.59
11/12/2021,79866,79203,135,3.61
11/12/2021,32577,34450,164,4.48
11/12/2021,30930,30964,6,3.79
11/12/2021,77826,74133,6,6.28
11/12/2021,58856,58039,1,2.93
11/12/2021,52245,23012,4,21.0
11/12/2021,66220,52514,6,7.52
11/12/2021,57627,57721,13,8.17
11/12/2021,41147,40285,15,5.98
11/12/2021,98235,94553,7,15.55
11/12/2021,57721,52245,14,6.81
11/12/2021,68620,68827,6,6.91
11/12/2021,22010,24529,3,8.91
11/12/2021,28255,30964,9,12.0
11/12/2021,97610,99127,15,9.64
11/12/2021,76397,85884,13,18.88
11/12/2021,52377,98506,3,24.0
11/12/2021,57109,67026,31,8.52
11/12/2021,37531,38390,1,6.06
11/12/2021,53941,68596,2,12.44
11/12/2021,47794,45228,8,5.74
11/12/2021,68015,69005,2,6.8
11/12/2021,53679,54401,12,3.18
11/12/2021,58339,52245,9,13.48
11/12/2021,57109,49371,56,21.72
11/12/2021,83545,98272,15,7.98
11/12/2021,64900,63033,9,4.45
11/12/2021,67026,68827,2,3.12
11/12/2021,43122,45228,175,3.3
11/12/2021,55337,53782,11,8.12
11/12/2021,45597,52294,3,15.16
11/12/2021,56510,55588,41,6.22
11/12/2021,67690,67026,3,6.0
11/12/2021,30930,37531,50,8.54
11/12/2021,98901,99142,4,5.76
11/12/2021,86488,30930,1,24.0
11/12/2021,68434,68566,43,6.04
11/12/2021,55337,55588,57,4.93
11/12/2021,51589,51345,8,7.0
11/12/2021,51345,49697,6,14.97
11/12/2021,78955,77826,5,3.67
11/12/2021,37531,37956,2,11.88
11/12/2021,34534,33361,9,2.48
11/12/2021,30930,76880,8,18.25
11/12/2021,40285,37455,12,12.53
11/12/2021,19686,17829,14,5.17
11/12/2021,57721,57026,1,4.83
11/12/2021,55337,55208,14,3.36
11/12/2021,38540,37531,4,6.82
11/12/2021,30964,30930,9,3.79
11/12/2021,51621,30930,49,20.16
11/13/2021,55337,57644,15,7.48
11/13/2021,53647,56495,2,8.32
11/13/2021,68596,68566,23,4.14
11/13/2021,68015,68566,9,4.6
11/13/2021,34534,73396,41,22.97
11/13/2021,30964,31227,11,9.04
11/13/2021,57627,57721,42,8.17
11/13/2021,56495,55337,14,3.37
11/13/2021,67888,66353,1,3.17
11/13/2021,57325,57580,3,4.15
11/13/2021,90967,94553,4,6.77
11/13/2021,52245,52730,18,5.06
11/13/2021,16988,59053,48,24.0
11/13/2021,95135,94295,94,4.32
11/13/2021,64900,63899,12,5.25
11/13/2021,66555,56510,55,15.86
11/13/2021,86274,85319,9,4.55
11/13/2021,52162,52514,10,3.94
11/13/2021,79109,74933,47,10.26
11/13/2021,55485,56123,12,5.23
11/13/2021,57627,57432,9,4.24
11/13/2021,16988,45046,15,5.36
11/13/2021,97150,97994,6,6.11
11/13/2021,85712,59675,6,17.55
11/13/2021,97610,97251,169,7.7
11/13/2021,52514,52294,8,5.27
11/13/2021,76978,79104,2,4.54
11/13/2021,52514,66221,75,7.26
11/13/2021,66950,67888,5,5.6
11/13/2021,90999,92462,15,9.12
11/13/2021,62185,60290,44,2.98
11/13/2021,55337,53679,45,8.54
11/13/2021,95726,91446,12,3.85
11/13/2021,37531,76107,45,20.16
11/13/2021,92679,31100,14,24.0
11/13/2021,53679,53935,2,3.88
11/13/2021,43122,44598,3,5.03
11/13/2021,54262,53679,9,5.3
11/13/2021,83545,83392,1,3.43
11/13/2021,53679,54795,7,5.78
11/13/2021,49591,49697,40,5.56
11/13/2021,30964,74933,1,14.76
11/13/2021,40285,41193,60,13.06
11/13/2021,77877,53324,9,24.0
11/13/2021,90967,94295,2,2.36
11/13/2021,63033,53941,12,10.89
11/13/2021,46617,46753,15,4.18
11/13/2021,41480,40291,18,5.26
11/13/2021,38533,37531,12,4.62
11/13/2021,54466,51915,4,8.75
11/13/2021,34613,78665,2,22.97
11/13/2021,16988,19686,5,4.49
11/13/2021,59053,97808,2,12.64
11/13/2021,58075,58648,3,3.27
11/13/2021,76107,79183,4,3.68
11/13/2021,52245,64900,30,6.59
11/13/2021,90967,74933,7,24.0
11/13/2021,59127,59834,8,5.75
11/13/2021,94295,92834,4,6.29
11/13/2021,52162,52514,2,3.94
11/14/2021,18330,17829,35,2.94
11/14/2021,45228,51644,3,15.61
11/14/2021,75980,77122,52,8.2
11/14/2021,49591,48578,54,5.45
11/14/2021,57627,67888,57,15.91
11/14/2021,83545,83392,2,3.43
11/14/2021,50505,99279,3,24.0
11/14/2021,55337,54971,22,8.17
11/14/2021,34450,34365,32,5.85
11/14/2021,77826,79481,8,3.49
11/14/2021,40285,76107,112,23.75
11/14/2021,80769,81245,48,3.78
11/14/2021,83392,83322,36,4.86
11/14/2021,97363,97251,10,4.38
11/14/2021,83545,59053,2,6.28
11/14/2021,54795,53324,15,3.4
11/14/2021,48964,49697,2,5.68
11/14/2021,52514,52344,44,5.84
11/14/2021,53679,48939,47,4.93
11/14/2021,76612,77940,10,3.3
11/14/2021,44727,44051,3,4.41
11/14/2021,53679,54695,15,3.62
11/14/2021,14767,10047,13,4.7
11/14/2021,53941,53278,2,6.25
11/14/2021,34534,32577,8,3.59
11/14/2021,78445,53679,65,22.11
11/14/2021,85052,85319,55,4.3
11/14/2021,68620,52514,11,6.99
11/14/2021,85305,85052,7,4.93
11/14/2021,68434,68596,26,4.59
11/14/2021,40285,57432,36,20.13
11/14/2021,64499,74693,1,3.14
11/14/2021,10050,53679,12,17.35
11/14/2021,10050,12670,1,4.17
11/14/2021,51621,51382,34,3.05
11/14/2021,74693,73049,10,5.48
11/14/2021,32577,97479,10,24.0
11/14/2021,40285,41147,4,5.98
11/14/2021,54848,48388,15,6.63
11/14/2021,98272,98351,8,2.6
11/14/2021,51382,51345,9,7.08
11/14/2021,53679,54795,175,5.78
11/14/2021,76107,28841,9,23.11
11/14/2021,54401,55606,8,7.75
11/14/2021,76107,76380,11,3.96
11/14/2021,66257,66350,58,7.19
11/14/2021,61111,55454,13,14.15
11/14/2021,83545,98272,40,7.98
11/14/2021,46617,47051,14,6.13
11/14/2021,18330,16237,4,5.51
11/14/2021,51345,52245,29,4.73
11/14/2021,99310,98272,5,6.22
11/14/2021,92834,94039,1,3.61
11/14/2021,46753,51915,2,9.89
11/14/2021,51345,52245,12,4.73
11/15/2021,74133,73369,14,6.33
11/15/2021,49591,48939,1,4.04
11/15/2021,55337,55208,12,3.36
11/15/2021,77877,76107,5,6.01
11/15/2021,27694,28841,9,5.5
11/15/2021,49591,64578,11,10.23
11/15/2021,79853,76107,47,3.64
11/15/2021,97479,97808,50,3.27
11/15/2021,97808,83545,15,8.37
11/15/2021,66350,67888,11,8.66
11/15/2021,53324,53679,3,5.01
11/15/2021,85305,85319,1,6.1
11/15/2021,16988,17829,8,3.02
11/15/2021,16988,18330,13,2.64
11/15/2021,16237,18330,9,5.51
11/15/2021,62185,61844,63,5.02
11/15/2021,66062,67026,5,6.21
11/15/2021,66257,67690,4,7.39
11/15/2021,76107,77913,9,2.82
11/15/2021,56123,55337,27,3.12
11/15/2021,92936,92834,2,6.66
11/15/2021,28798,76107,6,24.0
11/15/2021,68737,68596,116,4.17
11/15/2021,33361,79183,5,24.0
11/15/2021,31575,30930,8,7.51
11/15/2021,92936,90967,40,4.42
11/15/2021,54195,66555,3,13.12
11/15/2021,30398,30930,146,5.93
11/15/2021,59053,59210,31,4.22
11/15/2021,55208,53826,6,6.99
11/15/2021,53679,58039,22,14.02
11/15/2021,90967,91605,15,3.59
11/15/2021,86081,85305,99,8.55
11/15/2021,40285,37531,15,6.45
11/15/2021,51704,34450,7,22.42
11/15/2021,30964,30930,4,3.79
11/15/2021,40285,40520,71,6.35
11/15/2021,54401,67026,9,15.28
11/15/2021,73049,78718,13,8.93
11/15/2021,68596,83545,1,17.89
11/15/2021,32577,30930,4,10.86
11/15/2021,55337,55422,9,6.05
11/15/2021,11682,13364,87,4.42
11/15/2021,59675,92679,14,16.77
11/15/2021,63033,51345,136,4.76
11/15/2021,51345,57432,7,10.91
11/15/2021,67888,67026,77,6.19
11/15/2021,34681,30930,8,11.01
11/15/2021,30930,31100,6,4.61
11/15/2021,53679,53941,7,3.87
11/15/2021,94553,99279,8,14.6
11/15/2021,77877,27694,4,24.0
11/15/2021,77826,75648,8,4.13
11/15/2021,57644,53477,3,11.08
11/15/2021,90621,53679,14,24.0
11/15/2021,75233,76107,6,4.03
11/15/2021,56495,55208,4,4.72
11/15/2021,49591,58039,15,15.34
11/15/2021,22010,22634,11,7.12
11/15/2021,97808,94039,11,8.65
11/15/2021,76107,75376,14,3.65
11/15/2021,83545,97627,5,11.19
11/15/2021,42640,40285,67,5.99
11/15/2021,97627,97346,12,4.89
11/15/2021,94552,61523,15,24.0
11/15/2021,57109,52514,13,9.75
11/15/2021,77826,67856,30,9.67
11/15/2021,74933,74693,2,4.54
11/15/2021,52514,51621,47,5.36
11/15/2021,54795,53477,10,8.42
11/15/2021,76978,79853,142,4.87
11/16/2021,67026,45228,14,21.39
11/16/2021,85052,85305,6,4.93
11/16/2021,92834,98272,6,14.74
11/16/2021,55179,55337,102,3.53
11/16/2021,37531,38007,60,8.37
11/16/2021,77826,78445,6,3.12
11/16/2021,90967,94039,12,7.28
11/16/2021,53507,67888,58,14.77
11/16/2021,75980,79104,6,4.88
11/16/2021,53324,53679,3,5.01
11/16/2021,48964,48939,7,4.19
11/16/2021,53507,53477,3,4.67
11/16/2021,57109,57721,7,7.82
11/16/2021,57721,57026,15,4.83
11/16/2021,67026,57432,13,9.76
11/16/2021,31511,37531,11,8.66
11/16/2021,66062,43122,32,22.12
11/16/2021,22339,22010,2,5.07
11/16/2021,92119,94039,2,3.72
11/16/2021,62185,60668,15,3.3
11/16/2021,78718,78828,12,5.65
11/16/2021,68620,68566,47,4.42
11/16/2021,52514,52245,10,3.53
11/16/2021,81383,80769,2,7.38
11/16/2021,52245,77826,14,15.95
11/16/2021,85319,85305,47,6.1
11/16/2021,54466,53679,7,3.19
11/16/2021,97080,59053,13,14.32
11/16/2021,23012,63033,15,19.8
11/16/2021,86265,85305,33,7.84
11/16/2021,92679,90967,1,6.36
11/16/2021,28841,27694,13,5.5
11/16/2021,76380,76880,14,3.71
11/16/2021,46117,48939,7,8.29
11/16/2021,58075,58039,9,5.23
11/16/2021,66257,67026,7,4.54
11/16/2021,85319,85305,14,6.1
11/16/2021,97479,97627,83,5.26
11/16/2021,47794,46617,6,6.64
11/16/2021,27694,28841,1,5.5
11/16/2021,18330,19686,52,5.12
11/16/2021,53679,37531,11,11.0
11/16/2021,62185,46246,12,6.29
11/16/2021,53679,67888,5,14.82
11/16/2021,54065,53935,14,3.5
11/16/2021,53679,53254,14,2.64
11/16/2021,46117,46617,5,5.33
11/16/2021,37531,38533,43,4.62
11/16/2021,78445,30964,11,15.69
11/16/2021,40285,41147,44,5.98
11/16/2021,97627,97994,12,7.17
11/16/2021,51345,52245,9,4.73
11/16/2021,53679,53941,94,3.87
11/16/2021,45228,43122,14,3.3
11/16/2021,55337,68566,10,11.58
11/16/2021,23516,42640,25,9.92
11/16/2021,79853,76107,13,3.64
11/16/2021,92936,92330,13,3.03
11/16/2021,58648,62185,13,15.74
11/16/2021,85305,85319,35,6.1
11/16/2021,53679,59053,5,23.31
11/16/2021,66350,52514,11,5.97
11/16/2021,53679,68360,7,13.87
11/16/2021,76107,76880,2,2.77
11/16/2021,28841,77826,45,21.47
11/16/2021,52162,51345,11,3.24
11/16/2021,76107,31100,9,20.06
11/16/2021,97808,91523,31,12.3
11/16/2021,50889,51163,3,4.04
11/16/2021,40638,41645,12,7.35
11/16/2021,16237,16988,34,4.95
11/16/2021,90167,94295,4,7.57
11/16/2021,42640,40285,4,5.99
11/16/2021,41480,40285,4,5.75
11/16/2021,55179,55337,16,3.53
11/16/2021,54212,54971,15,3.63
11/16/2021,59053,94039,6,14.87
11/16/2021,83392,83545,17,3.43
11/16/2021,98762,83545,14,8.57
11/16/2021,30930,61213,10,11.53
11/17/2021,98272,98351,3,2.6
11/17/2021,76107,79853,54,3.64
11/17/2021,40285,41193,3,13.06
11/17/2021,75980,76107,2,6.13
11/17/2021,63294,65319,13,3.99
11/17/2021,92679,92119,1,3.2
11/17/2021,30964,30930,30,3.79
11/17/2021,54795,53324,13,3.4
11/17/2021,27694,30964,7,11.73
11/17/2021,40285,40638,12,8.83
11/17/2021,57721,57627,15,8.17
11/17/2021,52344,78718,12,20.83
11/17/2021,16988,18330,13,2.64
11/17/2021,52377,52236,14,3.83
11/17/2021,78718,79713,8,3.1
11/17/2021,58039,53679,29,14.02
11/17/2021,98901,98272,26,5.04
11/17/2021,68566,68737,13,4.37
11/17/2021,53941,53679,9,3.87
11/17/2021,75648,62185,2,17.09
11/17/2021,57325,57721,9,6.21
11/17/2021,76107,76371,12,3.81
11/17/2021,30930,37531,2,8.54
11/17/2021,56256,56495,11,4.9
11/17/2021,79853,77122,16,2.95
11/17/2021,74933,76612,155,10.02
11/17/2021,97251,97479,7,3.34
11/17/2021,46638,51739,9,5.73
11/17/2021,55337,56495,6,3.37
11/17/2021,77702,57627,14,24.0
11/17/2021,16451,17829,12,4.93
11/17/2021,53679,53324,7,5.01
11/17/2021,57580,57432,6,4.28
11/17/2021,53324,55208,54,10.17
11/17/2021,47794,62185,14,12.48
11/17/2021,65037,64578,6,5.24
11/17/2021,34365,34450,3,5.85
11/17/2021,53679,45974,6,7.63
11/17/2021,52227,52514,33,4.2
11/17/2021,53679,53941,56,3.87
11/17/2021,53477,54695,12,6.5
11/17/2021,77826,79866,15,3.44
11/17/2021,30398,31100,53,4.8
11/17/2021,68566,52344,10,9.22
11/17/2021,76107,75648,3,2.87
11/17/2021,67026,69005,8,3.05
11/17/2021,57432,57627,3,4.24
11/17/2021,85052,85305,14,4.93
11/17/2021,76107,74933,11,7.93
11/17/2021,64283,63033,13,5.73
11/17/2021,52730,53477,9,8.26
11/17/2021,55588,53679,10,8.71
11/17/2021,65037,63899,13,4.09
11/17/2021,80404,80891,3,2.38
11/17/2021,56495,54596,4,5.47
11/17/2021,46117,47748,23,4.8
11/17/2021,68920,69227,10,4.33
11/17/2021,79487,79203,92,8.56
11/17/2021,91445,57432,145,24.0
11/17/2021,97251,97479,2,3.34
11/17/2021,67026,67888,9,6.19
11/17/2021,94390,67888,11,24.0
11/17/2021,51345,55337,2,10.63
11/17/2021,57721,57432,43,6.38
11/17/2021,28841,27694,13,5.5
11/17/2021,53679,43671,15,14.7
11/18/2021,85712,85319,9,4.65
11/18/2021,90999,18330,56,24.0
11/18/2021,53679,62185,12,7.9
11/18/2021,97808,53679,16,24.0
11/18/2021,90167,90621,4,7.67
11/18/2021,99003,97808,4,7.42
11/18/2021,76107,77193,7,7.65
11/18/2021,76612,76380,128,3.57
11/18/2021,77877,76107,52,6.01
11/18/2021,53324,53679,32,5.01
11/18/2021,68920,68596,37,4.47
11/18/2021,92834,94039,5,3.61
11/18/2021,40285,53941,2,10.41
11/18/2021,97627,97479,15,5.26
11/18/2021,40285,40683,12,7.01
11/18/2021,67026,37531,136,16.78
11/18/2021,74105,31823,5,21.13
11/18/2021,53679,54795,2,5.78
11/18/2021,52162,52514,12,3.94
11/18/2021,57432,41645,12,24.0
11/18/2021,18483,17829,8,5.13
11/18/2021,58039,51704,53,13.89
11/18/2021,68737,68015,12,6.84
11/18/2021,55208,55515,11,4.8
11/18/2021,38007,45228,32,12.81
11/18/2021,37531,38080,22,7.51
11/18/2021,79853,76107,28,3.64
11/18/2021,53254,76380,11,22.83
11/18/2021,90072,92834,11,7.09
11/18/2021,54401,53324,15,3.9
11/18/2021,63899,53507,60,13.18
11/18/2021,28841,27694,19,5.5
11/18/2021,40638,37531,6,5.1
11/18/2021,45228,30964,135,14.01
11/18/2021,23516,31100,14,9.94
11/18/2021,54466,53679,14,3.19
11/18/2021,68596,68566,5,4.14
11/18/2021,76891,79728,166,4.27
11/18/2021,79853,30930,2,16.37
11/18/2021,52098,52245,29,3.11
11/18/2021,51375,50551,31,3.8
11/18/2021,91446,94039,6,5.1
11/18/2021,83392,83545,2,3.43
11/18/2021,57627,57432,9,4.24
11/18/2021,68566,68966,42,3.82
11/18/2021,53679,74133,138,17.1
11/18/2021,59834,59090,5,5.41
11/18/2021,75980,78828,43,10.76
11/18/2021,56495,55337,59,3.37
11/18/2021,74933,31100,39,16.39
11/18/2021,65892,53679,10,9.41
11/18/2021,52730,52294,10,6.9
11/18/2021,83545,53679,44,24.0
11/18/2021,52730,52344,6,8.23
11/18/2021,66220,51345,158,6.18
11/18/2021,94553,94295,11,6.41
11/18/2021,76625,76107,12,3.02
11/18/2021,77826,76107,2,3.89
11/18/2021,31227,30964,56,9.04
11/18/2021,22010,22339,9,5.07
11/18/2021,54212,53679,2,3.73
11/19/2021,90999,93620,1,8.34
11/19/2021,54810,53507,1,8.08
11/19/2021,80769,80798,1,3.1
11/19/2021,30930,22010,5,8.41
11/19/2021,75648,79036,8,4.33
11/19/2021,48029,49879,7,5.07
11/19/2021,53254,54810,7,4.24
11/19/2021,49697,49879,4,4.46
11/19/2021,48560,49694,12,4.66
11/19/2021,43122,59053,11,24.0
11/19/2021,30964,31859,8,6.35
11/19/2021,55337,57432,8,8.17
11/19/2021,80404,80769,3,5.48
11/19/2021,77913,30964,15,17.75
11/19/2021,98272,99279,5,3.02
11/19/2021,97627,97808,7,4.84
11/19/2021,30930,30964,2,3.79
11/19/2021,37531,38080,5,7.51
11/19/2021,68360,68015,159,3.27
11/19/2021,30964,31100,23,6.35
11/19/2021,77929,77131,10,5.51
11/19/2021,85319,85305,59,6.1
11/19/2021,97251,92936,4,16.58
11/19/2021,23516,30930,14,12.54
11/19/2021,51644,51345,65,4.0
11/19/2021,97432,97627,25,6.69
11/19/2021,53679,54466,13,3.19
11/19/2021,54401,52377,8,10.19
11/19/2021,52245,55337,14,8.21
11/19/2021,48578,52245,172,12.62
11/19/2021,52245,52162,30,5.46
11/19/2021,51704,64900,121,9.67
11/19/2021,68566,68596,12,4.14
11/19/2021,55337,55588,30,4.93
11/19/2021,73369,74917,11,6.38
11/19/2021,37531,37239,56,6.68
11/19/2021,83392,83545,118,3.43
11/19/2021,58339,58039,2,3.42
11/19/2021,16988,17829,4,3.02
11/19/2021,43122,43147,4,4.57
11/19/2021,23997,41542,9,11.19
11/19/2021,52730,52245,3,5.06
11/19/2021,67026,67888,1,6.19
11/19/2021,53679,54596,14,4.74
11/19/2021,12670,16988,4,5.05
11/19/2021,90621,94295,2,2.51
11/19/2021,28841,27694,15,5.5
11/19/2021,53679,53826,8,4.83
11/19/2021,67026,56495,4,11.1
11/19/2021,68566,68596,2,4.14
11/19/2021,37531,31100,7,6.85
11/19/2021,67690,73468,10,6.11
11/19/2021,74933,38007,46,13.24
11/19/2021,67205,57721,6,11.94
11/19/2021,77826,79577,15,6.8
11/19/2021,37531,38007,29,8.37
11/19/2021,16237,16988,12,4.95
11/19/2021,97479,46380,6,24.0
11/19/2021,30964,31100,7,6.35
11/19/2021,42261,30930,3,9.02
11/19/2021,48155,54936,1,7.48
11/19/2021,40683,40291,53,4.12
11/19/2021,30964,30930,12,3.79
11/19/2021,59015,59053,34,3.52
11/19/2021,30930,40285,19,12.82
11/19/2021,56510,56495,106,4.45
11/19/2021,66257,51345,118,7.32
11/19/2021,12318,16627,7,8.19
11/19/2021,51345,52245,12,4.73
11/19/2021,28530,22010,42,6.21
11/19/2021,49879,30930,15,17.62
11/19/2021,92462,54212,15,24.0
11/19/2021,43147,43122,3,4.57
11/19/2021,45228,44777,8,3.57
11/19/2021,92462,92834,1,4.25
11/19/2021,76107,30930,2,18.01
11/19/2021,52514,52245,5,3.53
11/19/2021,91445,95726,3,5.67
11/20/2021,77826,78718,10,4.55
11/20/2021,65165,64900,7,5.09
11/20/2021,55179,56510,7,4.69
11/20/2021,51644,52730,11,3.06
11/20/2021,90757,94552,12,4.9
11/20/2021,53679,55337,5,8.54
11/20/2021,53679,54992,7,4.9
11/20/2021,16988,16237,15,4.95
11/20/2021,55588,57721,4,3.21
11/20/2021,68596,68566,9,4.14
11/20/2021,95135,91523,9,4.81
11/20/2021,52730,90967,1,24.0
11/20/2021,73936,74917,12,3.26
11/20/2021,31100,57432,1,24.0
11/20/2021,18330,15795,149,4.07
11/20/2021,85052,85305,12,4.93
11/20/2021,55337,55454,12,4.44
11/20/2021,75648,78718,5,5.21
11/20/2021,45228,53679,9,12.29
11/20/2021,52730,52411,42,7.67
11/20/2021,74512,30930,5,17.83
11/20/2021,50889,47794,57,15.83
11/20/2021,58856,58039,3,2.93
11/20/2021,92679,92834,9,3.25
11/20/2021,76107,77913,15,2.82
11/20/2021,54971,53941,10,3.55
11/20/2021,74267,73039,15,6.43
11/20/2021,68792,68206,56,3.67
11/20/2021,40285,28461,11,9.75
11/20/2021,77877,79104,6,2.96
11/20/2021,97363,97627,15,5.14
11/20/2021,91446,90967,1,4.28
11/20/2021,92679,92834,6,3.25
11/20/2021,77131,79853,1,6.71
11/20/2021,83574,83545,4,2.96
